id,car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,source,make,model,car_availability,total_owners,broker_quote,original_price,car_rating,ad_created_on,fitness_certificate,emi_starts_from,booking_down_pymnt,reserved,warranty_avail
2340,maruti new  wagon-r,2019,petrol & cng,17800,532699,new delhi,2565,,,lxi cng 1.0 l,True,faridabad,haryana,True,hr29,inperson_sale,maruti,new  wagon-r,in_stock,1,494136,596553.0,great,2021-04-07T09:37:16.658,True,12373,79905,True,False
2341,maruti wagon r 1.0,2016,petrol & cng,50340,315399,new delhi,1918,hatchback,automatic,vxi amt,True,new delhi,delhi,True,dl9c,inperson_sale,maruti,wagon r 1.0,in_stock,2,296709,368422.0,great,2021-03-07T12:09:38.048,True,7326,47310,True,False
2342,volkswagen polo,2017,petrol,41560,444299,new delhi,1105,hatchback,manual,comfortline 1.2l petrol,False,ghaziabad,uttar pradesh,True,up14,inperson_sale,volkswagen,polo,in_stock,1,419051,508701.0,great,2021-03-22T09:14:29.46,True,10320,66645,True,False
2343,hyundai i20,2013,petrol,62427,350199,new delhi,1566,hatchback,manual,sportz 1.2 vtvt,False,delhi,delhi,True,dl7c,inperson_sale,hyundai,i20,in_stock,1,329501,,great,2021-03-13T10:49:52.641,True,8134,52530,True,False
2344,mg hector,2019,petrol,9422,1647106,new delhi,1795,,,sharp dct petrol,True,gurgaon,haryana,True,hr26,inperson_sale,mg,hector,in_stock,1,1677454,1683454.0,great,2021-03-17T13:01:29.574,True,38258,247066,True,False
2345,honda amaze,2016,petrol,54848,441999,new delhi,883,sedan,manual,1.2 vxmt i vtec,False,new delhi,delhi,True,dl9c,inperson_sale,honda,amaze,in_stock,1,457276,463776.0,great,2021-03-25T11:57:23.391,True,10267,66300,True,False
2346,hyundai verna,2014,petrol,47451,537699,new delhi,2068,sedan,manual,fluidic 1.6 sx vtvt,True,gurgaon,haryana,True,hr26,inperson_sale,hyundai,verna,in_stock,1,465334,,great,2021-03-06T10:59:48.869,True,12489,80655,True,False
2347,nissan terrano,2015,diesel,71883,465999,new delhi,456,suv,manual,xv 110 diesel,True,faridabad,haryana,True,hr30,inperson_sale,nissan,terrano,in_stock,2,429210,466899.0,great,2021-03-28T08:47:53.327,True,10824,69900,True,False
2348,maruti new  wagon-r,2019,petrol & cng,32701,444299,new delhi,7049,,,lxi cng 1.0 l,True,gurgaon,haryana,True,hr26,inperson_sale,maruti,new  wagon-r,in_stock,1,456720,462720.0,great,2021-02-18T13:01:21.056,True,10320,66645,True,False
2349,maruti baleno,2018,petrol,56847,484099,new delhi,1437,hatchback,manual,delta 1.2 k12,True,faridabad,haryana,True,hr51,inperson_sale,maruti,baleno,in_stock,1,470457,568845.0,great,2021-03-17T15:04:50.452,True,11244,72615,True,False
2350,hyundai grand i10,2014,petrol,66962,290099,new delhi,1446,hatchback,manual,sportz 1.2 kappa vtvt,True,delhi,delhi,True,dl10,inperson_sale,hyundai,grand i10,in_stock,2,300899,387415.0,great,2021-01-21T11:09:46.931,True,6738,43515,True,False
2351,mahindra xuv500,2014,diesel,70172,499999,new delhi,4137,luxury suv,manual,w6 4x2,True,delhi,delhi,True,dl10,inperson_sale,mahindra,xuv500,in_stock,1,489112,609632.0,great,2021-01-19T07:06:17.299,True,11614,75000,True,False
2352,honda city,2015,petrol,57541,670999,new delhi,686,sedan,automatic,vx cvt petrol,True,delhi,delhi,True,dl10,inperson_sale,honda,city,in_transit,1,672324,678824.0,great,2021-04-13T07:23:09.056,True,15586,100650,True,False
2353,maruti swift dzire,2016,diesel,54013,417799,new delhi,537,sedan,manual,ldi opt,True,delhi,delhi,True,dl9c,inperson_sale,maruti,swift dzire,in_transit,1,405377,,great,2021-03-10T10:54:47.996,True,9704,62670,True,False
2354,maruti swift dzire,2018,diesel,47014,444099,new delhi,1473,sedan,,tour s diesel,True,new delhi,delhi,True,dl3c,inperson_sale,maruti,swift dzire,in_stock,1,451975,468499.0,great,2021-03-30T10:35:35.427,True,10315,66615,True,False
2355,ford ecosport,2013,petrol,73316,393799,new delhi,1336,suv,manual,1.0 ecoboost titanium opt,True,gurgaon,haryana,True,hr26,inperson_sale,ford,ecosport,in_stock,1,396766,402766.0,great,2021-03-28T06:24:11.928,True,9147,59070,True,False
2356,hyundai elite i20,2017,petrol,45517,559799,new delhi,1585,hatchback,manual,asta 1.2,True,delhi,delhi,True,dl8c,inperson_sale,hyundai,elite i20,in_stock,1,554972,695732.0,great,2020-12-19T00:30:03.718,True,13003,83970,True,False
2357,maruti baleno,2019,petrol,25985,641399,new delhi,1099,hatchback,manual,alpha 1.2 k12,True,gurgaon,haryana,True,hr26,inperson_sale,maruti,baleno,in_stock,1,647413,653413.0,great,2021-03-22T14:24:58.911,True,14898,96210,True,False
2358,maruti swift dzire,2013,diesel,64867,350399,new delhi,2150,sedan,manual,vdi bs iv,True,ghaziabad,uttar pradesh,True,up14,inperson_sale,maruti,swift dzire,in_stock,1,365429,467157.0,great,2021-02-15T06:12:32.195,True,8139,52560,True,False
2359,maruti vitara brezza,2018,diesel,33729,731599,new delhi,972,suv,manual,vdi,True,goutam  budd  nagar,uttar pradesh,True,up16,inperson_sale,maruti,vitara brezza,in_stock,1,714110,887710.0,great,2021-03-30T09:50:07.999,True,16993,109740,True,False
2360,ford ecosport,2017,diesel,39364,734099,new delhi,1609,suv,,1.5 tdci titanium plus,True,delhi,delhi,True,dl10,inperson_sale,ford,ecosport,in_stock,1,774951,781451.0,great,2021-03-24T12:24:10.668,True,17051,110115,True,False
2361,toyota etios liva,2017,diesel,89385,454199,new delhi,2571,hatchback,manual,d 4d gd,True,noida,uttar pradesh,True,up16,inperson_sale,toyota,etios liva,in_stock,1,464400,580980.0,great,2021-03-06T05:46:48.27,True,10550,68130,True,False
2362,toyota innova,2013,diesel,82595,628499,new delhi,1039,suv,manual,2.5 vx 7 str bs iv,False,delhi,delhi,True,dl3c,inperson_sale,toyota,innova,in_stock,1,649364,655864.0,great,2021-04-01T11:53:23.641,True,14598,94275,True,False
2363,maruti swift dzire,2010,petrol & cng,99765,222099,new delhi,2099,sedan,manual,vxi,True,new delhi,delhi,True,dl9c,inperson_sale,maruti,swift dzire,in_stock,1,192000,,great,2021-02-27T09:41:09.048,True,5159,33315,True,False
2364,volkswagen polo,2012,diesel,84236,225599,new delhi,1621,hatchback,manual,trendline 1.2l diesel,True,delhi,delhi,True,dl8c,inperson_sale,volkswagen,polo,in_stock,1,199979,,great,2021-03-01T12:33:39.11,True,5240,33840,True,False
2365,maruti celerio,2017,petrol,39200,323599,new delhi,1840,hatchback,manual,vxi,True,delhi,delhi,True,dl3c,inperson_sale,maruti,celerio,in_stock,1,297074,,great,2021-03-13T09:06:40.559,True,7516,48540,True,False
2366,isuzu d-max v cross,2017,diesel,43402,1081304,new delhi,2080,suv,manual,4*4 mt,True,delhi,delhi,True,dl8c,inperson_sale,isuzu,d-max v cross,in_stock,2,1116292,1122792.0,great,2021-03-17T09:52:31.024,True,25116,162196,True,False
2367,maruti sx4,2010,petrol,81112,229699,new delhi,912,sedan,manual,zxi mt bs iv,True,delhi,delhi,True,dl3c,inperson_sale,maruti,sx4,in_stock,2,201716,,good,2021-03-21T08:11:33.575,True,5335,34455,True,False
2368,hyundai elite i20,2016,diesel,72411,513599,new delhi,624,hatchback,manual,1.4 crdi asta (o),True,new delhi,delhi,True,dl12,inperson_sale,hyundai,elite i20,in_stock,1,509128,515628.0,great,2021-02-11T06:58:54.66,True,11930,77040,True,False
2369,ford ecosport,2013,diesel,74194,421999,new delhi,809,suv,manual,1.5titanium tdci,True,delhi,delhi,True,dl7c,inperson_sale,ford,ecosport,in_stock,1,405316,,great,2021-02-20T11:06:21.442,True,9802,63300,True,False
2370,audi q3,2015,diesel,69074,1355721,new delhi,6219,luxury suv,automatic,30 tdi premium,True,delhi,delhi,True,dl2c,inperson_sale,audi,q3,in_stock,1,1393458,1399958.0,great,2021-03-16T09:57:08.103,True,31490,203359,True,False
2371,maruti vitara brezza,2018,diesel,13624,937499,new delhi,1107,suv,automatic,zdi + amt,True,delhi,delhi,True,dl9c,inperson_sale,maruti,vitara brezza,in_stock,1,980172,986672.0,great,2021-03-16T17:53:11.84,True,21776,140625,True,False
2372,maruti wagon r 1.0,2018,petrol,40835,409899,new delhi,676,hatchback,automatic,vxi amt,True,faridabad,haryana,True,hr87,inperson_sale,maruti,wagon r 1.0,in_stock,1,386192,474891.0,great,2021-02-17T06:32:02.61,True,9521,61485,True,False
2373,maruti eeco,2018,petrol & cng,63042,351999,new delhi,791,suv,manual,5 str cng with ac plushtr,True,gurgaon,haryana,True,hr26,inperson_sale,maruti,eeco,in_stock,1,325748,,great,2021-03-15T13:10:31.589,True,8176,52800,True,False
2374,tata tiago,2017,petrol,77229,311099,new delhi,3890,hatchback,manual,xt 1.2 revotron,True,ghaziabad,uttar pradesh,True,up14,inperson_sale,tata,tiago,in_stock,1,301449,389097.0,great,2021-02-15T07:11:19.109,True,7226,46665,True,False
2375,tata tiago,2016,petrol,75019,319399,new delhi,4280,hatchback,manual,xz 1.2 revotron,True,delhi,delhi,True,dl10,inperson_sale,tata,tiago,in_stock,1,324927,416745.0,great,2021-02-09T13:24:41.335,True,7419,47910,True,False
2376,honda city,2008,petrol,117873,235999,new delhi,1244,sedan,manual,s mt petrol,True,delhi,delhi,True,dl4c,inperson_sale,honda,city,in_stock,1,213688,,great,2021-03-01T04:48:05.872,True,5482,35400,True,False
2377,volkswagen jetta,2012,diesel,99476,373599,new delhi,1211,sedan,manual,comfortline 2.0l tdi,True,gurgaon,haryana,True,hr26,inperson_sale,volkswagen,jetta,in_stock,3,374507,380507.0,great,2021-03-02T08:28:13.604,True,8678,56040,True,False
2378,tata harrier,2019,diesel,14734,1416321,new delhi,2004,suv,,xz 2.0l kryotec,True,gurgaon,haryana,True,hr26,inperson_sale,tata,harrier,in_stock,1,1483525,1784555.0,great,2021-03-10T10:50:50.407,True,32898,212449,True,False
2379,maruti swift,2016,petrol & cng,79199,370499,new delhi,5004,hatchback,manual,vxi,True,delhi,delhi,True,dl8c,inperson_sale,maruti,swift,in_stock,1,360800,460516.0,great,2020-12-29T05:49:04.137,True,8606,55575,True,False
2380,honda city,2009,petrol,76901,227899,new delhi,2342,sedan,manual,s mt petrol,True,delhi,delhi,True,dl4c,inperson_sale,honda,city,in_stock,1,200500,264950.0,great,2021-01-19T16:30:03.74,True,5294,34185,True,False
2381,maruti swift dzire,2012,diesel,98618,280699,new delhi,2973,sedan,manual,vdi bs iv,True,new delhi,delhi,True,dl5c,inperson_sale,maruti,swift dzire,in_stock,1,277400,353768.0,great,2021-01-25T11:34:06.669,True,6520,42105,True,False
2382,maruti eeco,2015,petrol & cng,62897,244699,new delhi,2548,suv,manual,5 str cng with ac plushtr,True,delhi,delhi,True,dl6c,inperson_sale,maruti,eeco,in_stock,1,238930,245430.0,great,2021-03-25T09:02:12.017,True,5684,36705,True,False
2383,maruti eeco,2018,petrol & cng,33401,327799,new delhi,1120,suv,manual,5 str with ac plushtr,True,delhi,delhi,True,dl9c,inperson_sale,maruti,eeco,in_stock,2,312106,,great,2021-03-04T09:15:00.218,True,7614,49170,True,False
2384,mahindra scorpio,2017,diesel,77547,1254317,new delhi,5752,suv,manual,s11,True,faridabad,haryana,True,hr51,inperson_sale,mahindra,scorpio,in_stock,1,1280718,1502323.0,great,2021-04-04T10:14:33.254,True,29135,188148,True,False
2385,toyota corolla altis,2018,petrol,49769,1421573,new delhi,4178,luxury sedan,automatic,vl at,True,new delhi,delhi,True,dl12,inperson_sale,toyota,corolla altis,in_stock,1,1464721,1471221.0,great,2021-03-19T12:13:11.805,True,33020,213236,True,False
2386,renault duster,2013,diesel,77490,339899,new delhi,1248,suv,manual,rxl diesel 110,True,delhi,delhi,True,dl8c,inperson_sale,renault,duster,in_stock,2,341000,436360.0,great,2021-01-08T07:07:33.347,True,7895,50985,True,False
2387,ford ecosport,2013,diesel,89966,381399,new delhi,1610,suv,manual,1.5 ambiente tdci,True,new delhi,delhi,True,dl12,inperson_sale,ford,ecosport,in_stock,1,383754,390254.0,great,2021-03-26T06:52:23.436,True,8859,57210,True,False
2388,mahindra scorpio,2015,diesel,75491,764899,new delhi,8882,suv,,s10 7 str,True,delhi,delhi,True,dl1c,inperson_sale,mahindra,scorpio,in_stock,2,797684,981984.0,great,2021-03-05T15:10:39.373,True,17767,114735,True,False
2389,ssangyong rexton,2013,diesel,75753,621299,new delhi,1144,luxury suv,manual,rx7,True,ghaziabad,uttar pradesh,True,up14,inperson_sale,ssangyong,rexton,in_transit,1,610730,763650.0,great,2021-02-20T11:11:51.095,True,14431,93195,True,False
2390,maruti alto 800,2018,petrol & cng,35911,292899,new delhi,2842,hatchback,manual,lxi,True,faridabad,haryana,True,hr87,inperson_sale,maruti,alto 800,in_stock,1,284353,353710.0,great,2021-04-02T13:21:46.525,True,6803,43935,True,False
2391,hyundai creta,2016,petrol,58031,788699,new delhi,1437,suv,manual,1.6 s,True,delhi,delhi,True,dl6c,inperson_sale,hyundai,creta,in_stock,1,733259,,great,2021-02-26T12:20:08.269,True,18320,118305,True,False
2392,hyundai grand i10,2013,diesel,82887,255799,new delhi,563,hatchback,manual,sportz 1.1 crdi,True,gurgaon,haryana,True,hr26,inperson_sale,hyundai,grand i10,in_stock,1,253000,259000.0,good,2021-03-18T04:36:43.801,True,5942,38370,True,False
2393,maruti alto k10,2015,petrol & cng,60435,273499,new delhi,3802,hatchback,manual,lxi cng,True,delhi,delhi,True,dl3c,inperson_sale,maruti,alto k10,in_stock,1,269748,349422.0,great,2021-02-24T15:22:33.042,True,6353,41025,True,False
2394,honda city,2015,diesel,85492,515899,new delhi,1395,sedan,manual,vx mt diesel,True,delhi,delhi,True,dl14,inperson_sale,honda,city,in_stock,2,525060,659840.0,great,2021-03-22T10:34:46.358,True,11983,77385,True,False
2395,toyota fortuner,2014,diesel,47637,1357799,new delhi,2088,luxury suv,automatic,3.0 at 4x2,True,new delhi,delhi,True,dl3c,inperson_sale,toyota,fortuner,in_stock,1,1450462,1456962.0,great,2021-03-28T08:31:07.231,True,31538,203670,True,False
2396,maruti swift dzire,2015,diesel,85270,383399,new delhi,842,sedan,,vdi abs,True,delhi,delhi,True,dl2c,inperson_sale,maruti,swift dzire,in_stock,1,392108,398608.0,great,2021-01-29T10:18:38.82,True,8905,57510,True,False
2397,mahindra xuv500,2016,diesel,64051,986499,new delhi,1518,luxury suv,automatic,w10 at,True,gurgaon,haryana,True,hr26,inperson_sale,mahindra,xuv500,in_stock,1,1022708,1028708.0,great,2021-02-02T12:43:48.036,True,22914,147975,True,False
2398,mahindra scorpio,2013,diesel,80007,434199,new delhi,5208,suv,manual,vlx 2wd bs iv,True,delhi,delhi,True,dl1c,inperson_sale,mahindra,scorpio,in_stock,3,402498,500678.0,great,2021-01-04T11:03:00.483,True,10085,65130,True,False
2399,maruti wagon r,2009,petrol & cng,90484,152599,new delhi,1557,hatchback,manual,vxi bs iii,True,delhi,delhi,True,dl5c,inperson_sale,maruti,wagon r,in_stock,1,133373,177318.0,good,2021-03-16T15:15:02.953,True,3544,22890,True,False
2400,mahindra scorpio,2017,diesel,65420,821799,new delhi,5751,suv,manual,s6 plus,True,delhi,delhi,True,dl8c,inperson_sale,mahindra,scorpio,in_stock,1,906795,1099781.0,great,2020-10-19T11:29:42.824,True,19088,123270,True,True
2401,hyundai creta,2019,diesel,22690,970799,new delhi,2945,suv,,1.4 e plus crdi,True,delhi,delhi,True,dl8c,inperson_sale,hyundai,creta,in_stock,1,1017494,1023994.0,great,2021-03-23T10:15:14.549,True,22549,145620,True,False
2402,hyundai verna,2015,diesel,78370,493299,new delhi,3768,sedan,manual,fluidic 1.4 crdi,True,delhi,delhi,True,dl8c,inperson_sale,hyundai,verna,in_stock,1,485572,,great,2021-02-13T13:15:27.178,True,11458,73995,True,False
2403,maruti sx4,2008,petrol,147332,159999,new delhi,2491,sedan,manual,vxi,True,noida,uttar pradesh,True,up16,inperson_sale,maruti,sx4,in_stock,1,114073,,good,2021-02-26T08:04:21.127,True,3716,24000,True,False
2404,maruti ritz,2014,diesel,69662,247799,new delhi,1454,hatchback,manual,ldi,True,delhi,delhi,True,dl2c,inperson_sale,maruti,ritz,in_stock,1,225900,295938.0,great,2021-01-08T07:39:56.575,True,5756,37170,True,False
2405,hyundai i10,2010,petrol & cng,121377,173299,new delhi,1517,hatchback,manual,magna 1.2 kappa2,False,delhi,delhi,True,dl4c,inperson_sale,hyundai,i10,in_stock,2,149162,,good,2021-03-16T06:17:18.982,True,4025,25995,True,False
2406,toyota corolla altis,2011,petrol,97839,383199,new delhi,1648,luxury sedan,,1.8 g,True,new delhi,delhi,True,dl4c,inperson_sale,toyota,corolla altis,in_stock,1,361606,,great,2021-03-07T06:29:04.367,True,8901,57480,True,False
2407,hyundai verna,2013,diesel,85197,347999,new delhi,2856,sedan,manual,fluidic 1.4 crdi,True,delhi,delhi,True,dl12,inperson_sale,hyundai,verna,in_stock,1,320000,,great,2021-04-07T01:54:28.505,True,8083,52200,True,False
2408,maruti baleno,2017,petrol,66020,523599,new delhi,1152,hatchback,manual,alpha 1.2 k12,True,noida,uttar pradesh,True,up16,inperson_sale,maruti,baleno,in_stock,1,516257,650277.0,great,2021-02-23T12:13:36.929,True,12162,78540,True,False
2409,mahindra xuv500,2017,diesel,35948,1081001,new delhi,2825,luxury suv,,w10 fwd,True,delhi,delhi,True,dl8c,inperson_sale,mahindra,xuv500,in_stock,1,1120263,1126763.0,great,2021-02-24T09:00:05.091,True,25109,162151,True,False
2410,renault duster,2012,diesel,108018,300799,new delhi,1577,suv,manual,rxl plus diesel 85,False,new delhi,delhi,True,dl8c,inperson_sale,renault,duster,in_stock,1,298900,305400.0,great,2021-03-23T10:41:00.496,True,6987,45120,True,False
2411,maruti swift,2010,petrol & cng,119723,209299,new delhi,1419,hatchback,manual,vxi,True,delhi,delhi,True,dl8c,inperson_sale,maruti,swift,in_stock,1,179109,239504.0,great,2021-02-11T17:02:57.797,True,4861,31395,True,False
2412,mahindra xuv500,2012,diesel,112936,421399,new delhi,2326,luxury suv,manual,w6 4x2,True,gurgaon,haryana,True,hr26,inperson_sale,mahindra,xuv500,in_stock,1,380924,,great,2021-03-08T11:07:46.623,True,9788,63210,True,False
2413,hyundai grand i10,2014,petrol & cng,69436,303199,new delhi,406,hatchback,manual,magna 1.2 kappa vtvt,True,new delhi,delhi,True,dl8c,inperson_sale,hyundai,grand i10,in_transit,2,268770,,great,2021-02-08T06:42:02.09,True,7043,45480,True,False
2414,volkswagen polo,2015,diesel,77103,409099,new delhi,1159,hatchback,manual,highline1.5l diesel,True,faridabad,haryana,True,hr51,inperson_sale,volkswagen,polo,in_stock,1,402704,489583.0,great,2021-03-24T11:18:50.712,True,9502,61365,True,False
2415,toyota innova crysta,2018,diesel,75149,1489546,new delhi,3375,suv,manual,2.4 vx 8 str,True,mahendragarh,haryana,True,hr34,inperson_sale,toyota,innova crysta,in_stock,1,1572268,1573768.0,great,2021-03-20T07:56:50.403,True,34598,223432,True,False
2416,hyundai i10,2013,petrol & cng,79966,261399,new delhi,3489,hatchback,manual,magna 1.1 irde2,True,faridabad,haryana,True,hr29,inperson_sale,hyundai,i10,in_stock,3,211411,266917.0,good,2021-03-16T07:10:58.201,True,6072,39210,True,False
2417,honda city,2016,petrol,83764,623899,new delhi,17476,sedan,automatic,sv cvt petrol,True,gurgaon,haryana,True,hr26,inperson_sale,honda,city,in_stock,1,620932,626932.0,great,2021-03-10T09:40:53.758,True,14492,93585,True,False
2418,ford ecosport,2015,diesel,67599,509899,new delhi,1613,suv,manual,1.5titanium tdci,True,ghaziabad,uttar pradesh,True,up14,inperson_sale,ford,ecosport,in_stock,1,485000,605700.0,great,2021-03-21T13:16:33.393,True,11844,76485,True,False
2419,maruti swift,2019,petrol,359904,517999,new delhi,2155,hatchback,manual,vxi,True,delhi,delhi,True,dl6c,inperson_sale,maruti,swift,in_stock,1,535805,542305.0,great,2021-04-02T06:03:17.051,True,12032,77700,True,False
2420,mahindra xuv500,2012,diesel,100724,421699,new delhi,965,luxury suv,manual,w8 fwd,True,delhi,delhi,True,dl12,inperson_sale,mahindra,xuv500,in_stock,1,410863,,great,2021-04-03T10:01:10.353,True,9795,63255,True,False
2421,maruti vitara brezza,2019,diesel,45655,886999,new delhi,889,suv,,zdi+ dual tone amt,True,new delhi,delhi,True,dl9c,inperson_sale,maruti,vitara brezza,in_stock,1,900501,907001.0,great,2021-03-06T14:08:23.537,True,20603,133050,True,False
2422,honda city,2010,petrol & cng,127811,328499,new delhi,878,sedan,manual,s mt petrol,True,faridabad,haryana,True,hr51,inperson_sale,honda,city,in_transit,3,252293,,good,2021-04-13T09:16:04.372,True,7630,49275,True,False
2423,maruti swift,2013,diesel,109717,310399,new delhi,702,hatchback,manual,vdi,False,gurgaon,haryana,True,hr26,inperson_sale,maruti,swift,in_stock,1,311297,317297.0,great,2021-03-11T12:45:32.941,True,7210,46560,True,False
2424,maruti swift,2018,petrol & cng,94628,492299,new delhi,3075,hatchback,automatic,vxi amt,True,delhi,delhi,True,dl1c,inperson_sale,maruti,swift,in_stock,1,503237,504737.0,great,2021-02-02T17:17:57.264,True,11435,73845,True,False
2425,honda amaze,2014,diesel,120936,282099,new delhi,1554,sedan,manual,1.5 emt i dtec,True,delhi,delhi,True,dl1c,inperson_sale,honda,amaze,in_stock,1,276158,,great,2021-03-04T09:51:24.845,True,6552,42315,True,False
2426,maruti eeco,2016,petrol & cng,107140,259099,new delhi,1044,suv,,5 str with ac plus htr,True,new delhi,delhi,True,dl1c,inperson_sale,maruti,eeco,in_stock,1,234588,,great,2021-03-25T07:41:48.444,True,6018,38865,True,False
2427,nissan sunny,2012,petrol,124694,262199,new delhi,1366,sedan,manual,xl petrol,True,delhi,delhi,True,dl8c,inperson_sale,nissan,sunny,in_stock,1,221464,290512.0,great,2021-02-09T13:58:53.101,True,6090,39330,True,False
2428,volkswagen polo,2015,petrol,106450,417099,new delhi,2304,hatchback,automatic,gt tsi 1.2 petrol at,True,delhi,delhi,True,dl3c,inperson_sale,volkswagen,polo,in_stock,1,490212,610952.0,great,2020-10-06T12:19:28.687,True,9688,62565,True,True
2429,hyundai elite i20,2015,diesel,89773,439799,new delhi,1078,hatchback,manual,magna 1.4 crdi,True,gurgaon,haryana,True,hr26,inperson_sale,hyundai,elite i20,in_stock,1,428000,,great,2021-03-17T11:34:46.234,True,10215,65970,True,False
2430,mahindra quanto,2013,diesel,109487,218099,new delhi,1812,suv,manual,c8,True,delhi west,delhi,True,dl4c,inperson_sale,mahindra,quanto,in_stock,1,221400,290448.0,great,2020-12-08T22:30:08.189,True,5066,32715,True,False
2431,skoda laura,2011,diesel,187692,267599,new delhi,3767,luxury sedan,automatic,elegance 2.0 tdi cr at,True,faridabad,haryana,True,hr51,inperson_sale,skoda,laura,in_stock,3,253228,328772.0,great,2020-10-26T00:00:06.539,True,6216,40140,True,False
2432,maruti swift,2008,petrol,137444,163499,new delhi,1531,hatchback,manual,lxi 1.3,True,delhi,delhi,True,dl2c,inperson_sale,maruti,swift,in_stock,1,161995,218090.0,great,2021-02-14T13:46:25.79,True,3798,24525,True,False
2433,chevrolet cruze,2013,diesel,91254,496999,new delhi,6570,luxury sedan,manual,ltz,True,ghaziabad,uttar pradesh,True,up14,inperson_sale,chevrolet,cruze,in_stock,1,479852,599512.0,great,2021-03-09T07:32:59.817,True,11544,74550,True,False
2434,maruti ciaz,2016,diesel,117271,467799,new delhi,1071,sedan,manual,vdi+ shvs,True,delhi,delhi,True,dl8c,inperson_sale,maruti,ciaz,in_stock,1,473593,480093.0,great,2021-03-31T06:56:06.826,True,10866,70170,True,False
2435,renault duster,2013,diesel,117200,362499,new delhi,1246,suv,manual,110 ps rxz diesel plus,True,delhi,delhi,True,dl13,inperson_sale,renault,duster,in_stock,1,328587,421197.0,great,2021-03-22T17:32:23.92,True,8420,54375,True,False
2436,honda amaze,2013,diesel,109491,282299,new delhi,1119,sedan,manual,1.5 smt i dtec,True,delhi,delhi,True,dl4c,inperson_sale,honda,amaze,in_stock,2,258749,,good,2021-03-24T08:41:38.762,True,6557,42345,True,False
2437,toyota fortuner,2015,diesel,115431,1561963,new delhi,3405,luxury suv,automatic,3.0 at 4x2,True,delhi,delhi,True,dl14,inperson_sale,toyota,fortuner,in_transit,1,1550107,,great,2021-03-11T08:01:48.577,True,36280,234295,True,False
2438,honda amaze,2014,petrol,118303,322299,new delhi,868,sedan,manual,1.2 smt i vtec,True,delhi,delhi,True,dl3c,inperson_sale,honda,amaze,in_stock,1,291684,,great,2021-02-23T05:05:45.711,True,7486,48345,True,False
2439,toyota fortuner,2015,diesel,94771,1651348,new delhi,2002,luxury suv,automatic,3.0 at 4x4,True,faridabad,haryana,True,hr51,inperson_sale,toyota,fortuner,pickup_pending,2,1716273,1722273.0,great,2021-03-06T12:53:49.515,True,38357,247703,True,False
2440,toyota fortuner,2013,diesel,97330,1018684,new delhi,5637,luxury suv,manual,3.0 mt 4x2,True,delhi,delhi,True,dl9c,inperson_sale,toyota,fortuner,in_stock,2,1033000,1039500.0,great,2021-03-23T07:55:24.531,True,23661,152803,True,False
2441,mercedes benz e class,2014,diesel,93852,1560852,new delhi,2851,luxury sedan,manual,e 250 cdi classic,True,gurgaon,haryana,True,hr26,inperson_sale,mercedes benz,e class,in_stock,1,1602500,1608500.0,great,2021-03-24T12:21:05.723,True,36255,234128,True,False
2442,honda city,2010,petrol,186529,282499,new delhi,1328,sedan,manual,v mt petrol,True,delhi,delhi,True,dl3c,inperson_sale,honda,city,in_stock,1,249770,,great,2021-02-23T06:57:36.915,True,6562,42375,True,False
2443,maruti sx4,2012,petrol & cng,210068,194299,new delhi,4710,sedan,manual,vxi cng,True,noida,uttar pradesh,True,up16,inperson_sale,maruti,sx4,in_stock,2,166930,225275.0,great,2021-03-14T10:17:25.12,True,4513,29145,True,False
2444,isuzu mu-7,2014,diesel,92819,687799,new delhi,3223,luxury suv,manual,high 4x2 mt,True,gurgaon,haryana,True,hr26,inperson_sale,isuzu,mu-7,in_stock,2,704194,710194.0,great,2021-03-18T16:54:16.164,True,15976,103170,True,False
2445,mahindra xuv500,2015,diesel,100188,809799,new delhi,1861,luxury suv,manual,w10,True,gurgaon,haryana,True,hr26,inperson_sale,mahindra,xuv500,in_stock,2,838206,844206.0,great,2021-03-09T14:59:50.134,True,18810,121470,True,False
2446,toyota corolla altis,2009,petrol,186440,221099,new delhi,1710,luxury sedan,,1.8 g,True,gurgaon,haryana,True,hr26,inperson_sale,toyota,corolla altis,in_stock,1,215174,221174.0,great,2021-02-15T13:19:47.197,True,5136,33165,True,False
2447,maruti wagon r 1.0,2013,petrol & cng,206644,239299,new delhi,1086,hatchback,manual,lxi cng,True,delhi,delhi,True,dl5c,inperson_sale,maruti,wagon r 1.0,in_stock,1,214704,,great,2021-03-11T15:36:24.669,True,5558,35895,True,False
2448,hyundai santa fe,2014,diesel,127205,902099,new delhi,1292,luxury suv,automatic,4wd at,True,gurgaon,haryana,True,hr26,inperson_sale,hyundai,santa fe,in_stock,1,895448,,great,2021-03-17T06:23:34.809,True,20954,135315,True,False
2449,maruti sx4,2012,petrol,125491,239899,new delhi,951,sedan,manual,vxi,True,delhi,delhi,True,dl4c,inperson_sale,maruti,sx4,in_stock,1,191149,254544.0,good,2021-02-25T11:48:28.418,True,5572,35985,True,False
2450,toyota fortuner,2012,diesel,66958,1066499,new delhi,2142,luxury suv,manual,3.0 mt 4x4,True,delhi,delhi,True,dl7c,inperson_sale,toyota,fortuner,in_stock,1,1131646,1369834.0,great,2021-01-17T07:05:18.159,True,24772,159975,True,False
